if father deceased,MOTHER_IDENTITY,father's forename,death code A,father's occupation,month,FATHER_BIRTH_RECORD_IDENTITY,mar,year,SPOUSE_BIRTH_RECORD_IDENTITY,occupation,mother's occupation,BIRTH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,father's surname,day,marital status,death code B,Birth,forename(s) of deceased,if mother deceased,age at death,FATHER_IDENTITY,mother's forename,SPOUSE_MARRIAGE_RECORD_IDENTITY,mother's maiden surname,name of spouse,SPOUSE_IDENTITY,spouse's occ,death code C,address,sex,ID,MOTHER_BIRTH_RECORD_IDENTITY,notes1,DECEASED_IDENTITY,surname of deceased
,3154,William,A09.02,,MARCH,3153,870,1898,3124,SHEPHERD,,3159,828,Morozov,13,W,,3159,Daniel,,65,3153,Irena,870,,Emily Zielinski,3124,WIFE,,"1 Hobshill Road, Aberdeenshire",M,3159,3154,SYNTHETIC DATA PRODUCED USING VALIPOP,3159,Morozov
D,1554,Donald,G93.90,,MAY,1489,848,1872,2450,LANDED PROPRIETOR'S GARDENER,,2383,514,Delic,5,M,,2383,William,D,39,1489,Ann,848,Popa,Anne Thill,2450, ,,"1 Butterhall, Scottish Borders",M,2383,1554,SYNTHETIC DATA PRODUCED USING VALIPOP,2383,Delic
D,1972,Edgar,J45.90,,NOVEMBER,1375,847,1875,2444,SAILOR (MERCHT SERV),,2387,575,Sanchez,21,M,,2387,James,D,42,1375,Sophie,847,Perez,Margaret Rivera,2444, ,,"1 Glenshalloch Road, Little Richorn, Dalbeattie",M,2387,1972,SYNTHETIC DATA PRODUCED USING VALIPOP,2387,Sanchez
D,1836,Samuel,R99.01,,APRIL,1673,857,1875,2334,LABOURER,,2391,599,Smith,5,M,,2391,Thomas,,41,1673,Jeannie,857,Schroeder,Ann Harutyunyan,2334, ,,"1 Scaurs, Jedburgh, Scottish Borders",M,2391,1836,SYNTHETIC DATA PRODUCED USING VALIPOP,2391,Smith
,2806,Joshua,I00.00,,OCTOBER,2805,806,1879,2338,LABOURER,,2807,727,Maisuradze,8,M,I38.01,2807,Julen,,46,2805,Kristyna,806,,Bella Harutyunyan,2338,COTTAGERS WIFE,,"1 Napierston Road, West Dunbartonshire",M,2807,2806,SYNTHETIC DATA PRODUCED USING VALIPOP,2807,Maisuradze
D,2914,Alejandro,C41.20,,OCTOBER,2913,790,1889,2412,COTTON WEAVER,,2915,759,Anderson,9,M,,2915,Benjamin,D,56,2913,Hannah,790,Ismayilov,Margaret Rivera,2412,HOUSEKEEPER,,"1 Clerk Maxwell Crescent, Kincorth, Aberdeen City",M,2915,2914,SYNTHETIC DATA PRODUCED USING VALIPOP,2915,Anderson
,1620,William,A16.96,,FEBRUARY,1619,,1865,,BOILER MAKER,,2409,555,Sanchez,19,B,,2409,Archibald,,30,1619,Mary,,Fernandez,missing,,,,"1 The ?olmes, Scottish Borders",M,2409,1620,SYNTHETIC DATA PRODUCED USING VALIPOP,2409,Sanxez
D,1810,Leevi,K25.90,,MARCH,1978,878,1867,2750,COAL MINER,,2413,612,Schmit,8,M,K92.00,2413,Willia,,32,1978,Janet,878,Smit,Chiara Flores,2750,AG LAB,,"1 Braeleny Farm, Stirling",M,2413,1810,SYNTHETIC DATA PRODUCED USING VALIPOP,2413,Schmit
D,1836,Samuel,J18.90,,JANUARY,1673,851,1893,3212,WOOD CUTTER,,2415,599,Smith,15,M,,2415,David,,58,1673,Jeannie,851,Schroeder,Marta Petrauskas,3212, ,,"1 Kinnaird Street, Cairnie, Angus",M,2415,1836,SYNTHETIC DATA PRODUCED USING VALIPOP,2415,Smith
D,1876,John,R99.01,,MARCH,1817,895,1908,2744,CALICO PRINTER,,2417,592,WILLIAMS,20,W,,2417,James,D,73,1817,Eliza,895,Abdullayev,Ann Larsson,2744,SEA CAPTAIN'S WIDOW,,"1 Victoria Place, Stranraer, Dumfries and Galloway",M,2417,1876,SYNTHETIC DATA PRODUCED USING VALIPOP,2417,WILLIAMS
D,1438,Matthew,I51.90,,NOVEMBER,1512,829,1889,2614,DOMESTIC SERV,,1946,478,Markovic,19,R,J81.01,1946,Isabella,D,73,1512,Jean,829,GOODWIN,William Virtanen,2614,PLUMBER,,"2 Hope Street, Blackhouse, Peterhead",F,1946,1438,SYNTHETIC DATA PRODUCED USING VALIPOP,1946,Markovic
D,2462,Sergio,G93.83,,MARCH,2461,840,1910,2534,FARMER OF 20 ACRES,,2463,629,Brown,10,M,,2463,Harry,D,75,2461,Mia,840,Bonik,Jane Hernandez,2534,GENTLEWOMAN,,"1 Geisher Road, Braeleny Farm, Stirling",M,2463,2462,SYNTHETIC DATA PRODUCED USING VALIPOP,2463,Brown
,2548,Alex,G83.90,,MAY,2547,1003,1911,2204,RETIRED FARMER,,2549,655,Lavoie,3,W,,2549,Connor,,77,2547,Guorun,1003,,Maggie Visser,2204, ,,"1 Hospitalfield, Angus",M,2549,2548,SYNTHETIC DATA PRODUCED USING VALIPOP,2549,Lavoie
D,1438,Matthew,R22.70,,OCTOBER,1512,956,1891,2718,CROFTER,,2438,478,Markovic,18,R,,2438,Alexander,D,55,1512,Jean,956,GOODWIN,Agnes Novak,2718, ,,"1 Innerwood Road, Kilwinning, North Ayrshire",M,2438,1438,SYNTHETIC DATA PRODUCED USING VALIPOP,2438,Markovic
D,1472,Jan,A01.00,,AUGUST,2115,807,1893,2416,FARMER OF 40 ACRES EMPLOYING 1 MAN & 1 WOMAN,,2439,585,Wozniak,21,W,,2439,Duncan,D,57,2115,Jane,807,Fernandez,Kate Garcia,2416, ,,"1 School Lane, Balbinny, Angus",M,2439,1472,SYNTHETIC DATA PRODUCED USING VALIPOP,2439,Wozniak
D,1532,Jack,I51.90,,OCTOBER,2058,924,1910,2638,LABOURER ON ROADS,,2441,,Delos Reyes,8,W,,2441,Robert,D,75,2058,Margaret,924,Fernandez,Catherine Paulauskas,2638,EATING HOUSE KEEPER,,"1 Southfield, Scottish Borders",M,2441,1532,SYNTHETIC DATA PRODUCED USING VALIPOP,2441,Delos Reyes
D,1972,Edgar,K65.90,,JUNE,1375,,1916,,WATCH MAKER,,2445,575,Sanchez,12,M,,2445,David,D,81,1375,Sophie,,Perez,,,,,"572 Moss Road, Scottish Borders",M,2445,1972,SYNTHETIC DATA PRODUCED USING VALIPOP,2445,Sanchez
D,1884,Xavier,R54.05,,MAY,2191,928,1917,2666,CARTER,,2451,613,Garcia,10,W,,2451,James,,82,2191,Janie,928,Grech,Ester Smith,2666,FARMER EMPLOYING 16 LAB ? AND 1 BOY,,"2 Grubbit Mill, Scottish Borders",M,2451,1884,SYNTHETIC DATA PRODUCED USING VALIPOP,2451,Garcia
,2975,Lucas,J81.01,,FEBRUARY,2974,823,1917,2536,PAUPER (FORMERLY CARTER),,2976,775,Bonik,8,W,,2976,Nojus,,81,2974,Eszter,823,,Janet Rivera,2536, ,,"1 Gretenhow, Gretna, Dumfries and Galloway",M,2976,2975,SYNTHETIC DATA PRODUCED USING VALIPOP,2976,Bonik
,3117,Sigurour,R54.05,,JUNE,3116,938,1920,2506,PAUPER FORMERLY AG LAB,,3118,816,Robinson,17,W,R53.03,3118,Robin,,85,3116,Audrey,938,,Elesebeth Williams,2506, ,,"12 Brunston Avenue, South Ayrshire",M,3118,3117,SYNTHETIC DATA PRODUCED USING VALIPOP,3118,Robinson
,3664,Callum,I51.90,,SEPTEMBER,3663,963,1920,3658,FARMER,,3657,965,Nilsen,24,W,,3657,Carlos,,84,3663,Samantha,963,,Amy Wagner,3658,LINNEN WINDER,,"1 Cunninghar Road, Jessiehill Cottages, West Lothian",M,3657,3664,SYNTHETIC DATA PRODUCED USING VALIPOP,3657,Martinez
D,1683,Michael,J11.10,,JULY,1386,664,1900,2495,LABOURER'S WIDOW,,1948,459,Grech,22,W,J20.91,1948,Jane,D,83,1386,Francisca,664,White,Michael Soto,2495,DOCK LABOURER,,"106 Courthill Street, Dalry, North Ayrshire",F,1948,1683,SYNTHETIC DATA PRODUCED USING VALIPOP,1948,Grech
,4067,Joao,G83.90,,APRIL,4066,1329,1923,3500,ON POOR'S ROLL,,4068,1086,Meier,26,M,R53.03,4068,Gustavo,,88,4066,Maria,1329,,Jane Markovic,3500, ,,"120 Rathad na h-Àirigh, Portree, Highland",M,4068,4067,SYNTHETIC DATA PRODUCED USING VALIPOP,4068,Meier
D,1554,Donald,A01.00,,DECEMBER,1489,,1863,,BAKER (JOURNEYMAN),,2500,514,Delic,9,B,,2500,William,D,26,1489,Ann,,Popa,,,,,"1 Milton Wynd, South Ayrshire",M,2500,1554,SYNTHETIC DATA PRODUCED USING VALIPOP,2500,Delic
D,1626,Alexander,A16.91,,JANUARY,1443,845,1863,2342,APPRENTICE GARDENER,,2501,535,Fernandez,14,M,,2501,Alexander,,25,1443,Ann,845,Schroeder,Isa WILLIAMS,2342,DAIRYMAID,,"1 Balgibbon Drive, Braeleny Farm, Callander",M,2501,1626,SYNTHETIC DATA PRODUCED USING VALIPOP,2501,Fernandez
D,1618,James,J18.90,,SEPTEMBER,1699,803,1906,1962,PAUPER FORMERLY SEAMAN,,2502,563,Bolkvadze,5,W,,2502,Wm,D,69,1699,Elizabeth,803,WILLIAMS,Euphemia WILLIAMS,1962,PAUPER (WORSTED WINDER),,"1 Heugh, Scottish Borders",M,2502,1618,SYNTHETIC DATA PRODUCED USING VALIPOP,2502,Bolkvadze
D,1624,John,G83.90,,FEBRUARY,1481,910,1910,2580,FARMER 100 ACRES OF ARABLE & 600 OF HILL PASTIME,,2503,567,Sanchez,1,W,R09.10,2503,Chas,D,72,1481,Mavis,910,STEWART,Joanna Soto,2580, ,,"2 Heugh, Scottish Borders",M,2503,1624,SYNTHETIC DATA PRODUCED USING VALIPOP,2503,Sanchez
D,1844,James,N30.91,,OCTOBER,1209,832,1911,2861,PAUPER (FORMERLY AG LAB),,2511,600,CONLLY,25,W,R09.11,2511,John,D,73,1209,Nellie,832,Ilves,Sara Jones,2861, ,,"1 Springs Park, South Ayrshire",M,2511,1844,SYNTHETIC DATA PRODUCED USING VALIPOP,2511,CONLLY
D,1900,Richard,W19.00,,NOVEMBER,1865,815,1911,2480,PAUPER (AGRICULTURAL LABOURER),,2513,640,Garcia,23,W,,2513,Duncan,D,74,1865,Catherine,815,Mertens,Catherine Szabo,2480, ,,"1 Knockcushan Street, Girvan, South Ayrshire",M,2513,1900,SYNTHETIC DATA PRODUCED USING VALIPOP,2513,Garcia
D,1992,Iker,I51.50,,DECEMBER,1954,779,1912,2130,FISHERMAN,,2517,643,Sepp,21,W,,2517,William,D,75,1954,Ann,779,WILLIAMS,Betsy de Boer,2130,WIFE,,"231 Braemar Gardens, Nether Stenton, Glenrothes",M,2517,1992,SYNTHETIC DATA PRODUCED USING VALIPOP,2517,Sepp
,2583,Yu,J11.10,,JULY,2582,881,1913,2746,AG LABORER,,2584,666,Carvalho,7,W,,2584,Jeremy,,76,2582,Hanna,881,,Margaret Hernandez,2746, ,,"1589 Castle Road, South Ayrshire",M,2584,2583,SYNTHETIC DATA PRODUCED USING VALIPOP,2584,Carvalho
D,2647,Daniel,I38.01,,NOVEMBER,2646,825,1914,2698,AG LAB,,2650,684,Rojas,1,W,,2650,Thomas,D,77,2646,Siiri,825,Gospodinov,Janet Markovic,2698,SERVANT,,"87 Riverside Park, Highland",M,2650,2647,SYNTHETIC DATA PRODUCED USING VALIPOP,2650,Rojas
,2246,Anthony,C22.90,,NOVEMBER,2245,564,1859,2236,WINDER,,2237,565,Mulder,23,W,,2237,Irem,,75,2245,Martina,564,,Nicholas Szabo,2236,WOOLLEN WEAVER,,"1 Oliver Place, Scottish Borders",F,2237,2246,SYNTHETIC DATA PRODUCED USING VALIPOP,2237,Koskinen
,3454,Anton,R53.03,,JANUARY,3453,,1891,,HAWKER,,3455,907,Sanchez,2,S,,3455,Ella,,73,3453,Lea,,,,,,,"4 Terregles, Cornbank, Penicuik",F,3455,3454,SYNTHETIC DATA PRODUCED USING VALIPOP,3455,Sanchez
,3190,Lachlan,I51.90,,OCTOBER,3189,836,1914,3185,COWFEEDER,,3184,838,Mohamed,17,W,,3184,Alvaro,,76,3189,Ana,836,,Emily Thomas,3185,PAUPER FORMERLY FARMER'S WIFE,,"1 Preston, Cockenzie and Port Seton, East Lothian",M,3184,3190,SYNTHETIC DATA PRODUCED USING VALIPOP,3184,Schmidt
,4150,Eetu,J81.01,,FEBRUARY,4149,1105,1915,4143,COTTON WINDER,,4142,1107,Filipov,28,M,,4142,Matthew,,77,4149,Susana,1105,,Mitsuki Mertens,4143, ,,"1 Park Road, Brownsburn, North Lanarkshire",M,4142,4150,SYNTHETIC DATA PRODUCED USING VALIPOP,4142,Kobayashi
D,2089,Robert,A16.96,,JULY,1697,,1861,,MERCANTILE CL (COMMISON AGENT),,2543,653,Fernandez,7,B,,2543,John,,23,1697,Moe,,Brown,,,,,"1 Jean Lawrie Court, Lessudden House, Scottish Borders",M,2543,2089,SYNTHETIC DATA PRODUCED USING VALIPOP,2543,Fernandez
D,1720,Neil,R04.20,,NOVEMBER,1795,902,1869,2638,POTTER,,2567,591,CONLLY,18,M,A16.91,2567,James,,30,1795,Janet,902,Martinez,Catherine Paulauskas,2638,DRESS MAKER,,"1 Bank Street, New Prestwick, Prestwick",M,2567,1720,SYNTHETIC DATA PRODUCED USING VALIPOP,2567,CONLLY
D,2089,Robert,J18.90,,JUNE,1697,872,1873,2720,IRON PLAINER,,2569,653,Fernandez,9,M,,2569,Henry,D,34,1697,Moe,872,Brown,Janet Hernandez,2720,DOMESTIC SERV,,"3 Garnock Street, Dalry, North Ayrshire",M,2569,2089,SYNTHETIC DATA PRODUCED USING VALIPOP,2569,Fernandez
D,1876,John,R53.03,,MAY,1817,,1892,,LABOURER,,2577,592,WILLIAMS,11,B,,2577,James,D,53,1817,Eliza,,Abdullayev,,,,,"1 Berry Place, Northbank Farm Steadings, Fife",M,2577,1876,SYNTHETIC DATA PRODUCED USING VALIPOP,2577,WILLIAMS
D,3209,Diogo,I51.90,,JANUARY,3208,,1893,,TWINE MAKER,,3213,842,Petrauskas,9,B,,3213,Andrea,D,53,3208,Kristin,,Dordevic,,,,,"1 Malvina Place, North Muirton, Perth and Kinross",M,3213,3209,SYNTHETIC DATA PRODUCED USING VALIPOP,3213,Petrauskas
D,3567,Kaito,J42.00,,MAY,3566,1004,1894,2202,FARMER OF 85 ACRES EMPLOYING 2 MEN,,3570,940,Ibahoy,13,M,,3570,Ethan,D,54,3566,Aada,1004,Sanchez,Elizabeth Fernandez,2202, ,,"1 Common Road, Cellardyke, Fife",M,3570,3567,SYNTHETIC DATA PRODUCED USING VALIPOP,3570,Ibahoy
,3952,Marc,A16.96,,AUGUST,3951,,1894,,RAILWAY LABOURER,,3953,1055,Scott,10,B,,3953,Matthew,,54,3951,Emilia,,,,,,,"1 Sidland Road, Barmulloch, Glasgow City",M,3953,3952,SYNTHETIC DATA PRODUCED USING VALIPOP,3953,Scott
,4100,Matthew,J42.00,,APRIL,4099,,1896,,PLOUGHMAN,,4101,1093,Gimenez,26,B,,4101,Noel,,56,4099,Moe,,,,,,,"1 Chesser Grove, Hutchison/Chesser, City of Edinburgh",M,4101,4100,SYNTHETIC DATA PRODUCED USING VALIPOP,4101,Gimenez
,3690,Frederik,J42.00,,DECEMBER,3689,,1891,, ,,3691,974,de,19,S,I51.50,3691,Sandra,,74,3689,Elzbieta,,,,,,,"1 Pier Road, Largs, North Ayrshire",F,3691,3690,SYNTHETIC DATA PRODUCED USING VALIPOP,3691,de
,4174,Harry,K76.90,,JULY,4173,,1903,,PROPRIETOR OF HOUSES,,4175,1114,Garcia,29,B,R60.91,4175,Ethan,,64,4173,Noemie,,,,,,,"1 Rosehill, Aberdeen City",M,4175,4174,SYNTHETIC DATA PRODUCED USING VALIPOP,4175,Garcia
D,1876,John,J18.90,,JULY,1817,967,1882,2638,CARTER (STREET SEWERS),,2597,592,WILLIAMS,2,M,,2597,Peter,D,42,1817,Eliza,967,Abdullayev,Catherine Paulauskas,2638, ,,"1 Brochroy Croft, Argyll and Bute",M,2597,1876,SYNTHETIC DATA PRODUCED USING VALIPOP,2597,WILLIAMS
D,2086,John,J18.90,,FEBRUARY,1811,1008,1882,2764,AGRICULTURAL LABOURER,,2599,641,Schroeder,25,M,J62.80,2599,John,D,41,1811,Camille,1008,Davidov,Rose Larsson,2764,GROCER,,"2 Weensmoore, Scottish Borders",M,2599,2086,SYNTHETIC DATA PRODUCED USING VALIPOP,2599,Schroeder
D,1946,George,R09.10,,FEBRUARY,1791,1058,1891,2908,SHOE MAKER,,2601,669,Harutyunyan,5,R,,2601,Bernard,D,50,1791,Isabella,1058,Markovic,Jane Soto,2908,MASON'S WIFE,,"1 Frank Coutts Court, Scottish Borders",M,2601,1946,SYNTHETIC DATA PRODUCED USING VALIPOP,2601,Harutyunyan
D,1992,Iker,R54.05,,SEPTEMBER,1954,927,1907,3425,SHEEP FARM MANAGER,,2603,643,Sepp,24,W,,2603,James,D,66,1954,Ann,927,WILLIAMS,Catalina Karlsson,3425,DOMESTIC SERVANT,,"1 St Ninian's Place, Hillhouse, South Lanarkshire",M,2603,1992,SYNTHETIC DATA PRODUCED USING VALIPOP,2603,Sepp
,4228,Matthew,C69.90,,FEBRUARY,4227,,1908,,HEDGER,,4230,1133,Suarez,25,B,,4230,Sigurour,,67,4227,Aneta,,,,,,,"1 Craigie Avenue, Highland",M,4230,4228,SYNTHETIC DATA PRODUCED USING VALIPOP,4230,Suarez
,1620,William,J18.90,,NOVEMBER,1619,809,1859,2534,SCHOLAR,,2633,555,Sanchez,17,M,,2633,John,,18,1619,Mary,809,Fernandez,Jane Hernandez,2534,DOMESTIC SERVANT,,"237 The Paddock, East Lothian",M,2633,1620,SYNTHETIC DATA PRODUCED USING VALIPOP,2633,Sanchez
D,1718,John,B03.00,,FEBRUARY,1813,,1859,, ,,2635,590,Harutyunyan,15,B,,2635,James,,17,1813,Elisabeth,,Schroeder,,,,,"1 Ashwell Place, Scottish Borders",M,2635,1718,SYNTHETIC DATA PRODUCED USING VALIPOP,2635,Harutyunyan
D,1796,John,R60.91,,AUGUST,1480,893,1891,2644,BASKET MAKER,,2637,623,Thill,28,M,,2637,Thomas,D,50,1480,Mary,893,Martinez,Johanna Soto,2644, ,,"1 Cowan Crescent, Braehead, Prestwick",M,2637,1796,SYNTHETIC DATA PRODUCED USING VALIPOP,2637,Thill
D,2486,David,K11.20,,MAY,1859,846,1891,2752,AUGR LABOURER,,2639,681,Larsson,7,M,B54.01,2639,George,D,49,1859,Merve,846,Muratovic,Ana Flores,2752, ,,"1 Keltie Bridge, Braeleny Farm, Stirling",M,2639,2486,SYNTHETIC DATA PRODUCED USING VALIPOP,2639,Larsson
,3975,Samuel,R53.03,,MAY,3974,,1892,,PAUPER,,3976,1061,Mortensen,21,S,,3976,Sara,,74,3974,Laura,,,,,,,"1 New John's Place, Southside, City of Edinburgh",F,3976,3975,SYNTHETIC DATA PRODUCED USING VALIPOP,3976,Mortensen
D,1908,Alexander,G93.90,,JUNE,1793,805,1891,2346,GEN LABOURER,,2641,625,de Boer,24,M,R56.80,2641,Hugh,D,49,1793,Elizabeth,805,Garcia,Irem Micallef,2346,COOK DOMESTIC,,"1 Nelson Place, Dumfries and Galloway",M,2641,1908,SYNTHETIC DATA PRODUCED USING VALIPOP,2641,de Boer
,2958,Alex,K56.60,,MARCH,2957,1108,1893,3112,AG LAB,,2959,770,Watanabe,18,W,,2959,Lachlan,,51,2957,Susana,1108,,Mary Rodriguez,3112,FLAX POWER LOOM WEAVER,,"1 Deeside Lane, Kaimhill, Aberdeen City",M,2959,2958,SYNTHETIC DATA PRODUCED USING VALIPOP,2959,Watanabe
,4113,Maxime,I38.00,,OCTOBER,4112,1095,1911,4106,MEAL DEALER,,4105,1097,Ilves,17,W,J40.02,4105,Mathias,,70,4112,Sofia,1095,,Aada Anderson,4106, ,,"1 Moray View Court, Moray",M,4105,4113,SYNTHETIC DATA PRODUCED USING VALIPOP,4105,Sanchez
D,1796,John,J45.90,,DECEMBER,1480,,1867,,QUARRY LAB,,2663,623,Thill,31,B,J40.02,2663,William,D,25,1480,Mary,,Martinez,,,,I50.90,"21 The Orchard, Allanbank, Lauder",M,2663,1796,SYNTHETIC DATA PRODUCED USING VALIPOP,2663,Thill
D,1818,Florian,A16.93,,AUGUST,1980,,1867,,JOINER,,2665,688,Schmit,16,B,,2665,George,,25,1980,Helen,,CONLLY,,,,,"1 Stenton, Fife",M,2665,1818,SYNTHETIC DATA PRODUCED USING VALIPOP,2665,Schmit
,1844,James,A16.91,,25,1209,,18y5,,LABOURER,,2667,600,CONLLY,JUNE,B,,2667,Joseph,,missing,1209,Nellie,,Ilves,,,,,"1 Grubbit Mill, Scottish Borders",M,2667,1844,SYNTHETIC DATA PRODUCED USING VALIPOP,2667,CONLLY
missing,2006,Antrea,C02.90,,APRIL,2239,920,1904,3278,FARMER OF 62 ACRES EMPLOYING 3 MEN AND 1 WOMAN,,2671,689,Sjabo,19,M,,2671,Szabo,D,61,2239,Larsen,920,Emma,Isabella Rossi,3278, ,,"1 St Clair Terrace, Troon, South Ayrshire",M,2671,2006,SYNTHETIC DATA PRODUCED USING VALIPOP,2671,Thomas
,4407,Andreas,R53.03,,MAY,4406,,1913,,FARMER OF 50 ACRES EMP 2 LABOURERS & PLOUGHMAN,,4408,1193,Wang,20,B,,4408,Daniel,,70,4406,Eszter,,,,,,,"1 Victoria Park Drive South, Whiteinch, Glasgow City",M,4408,4407,SYNTHETIC DATA PRODUCED USING VALIPOP,4408,Wang
,4682,Jack,J40.01,,AUGUST,4681,,1921,, ,,4683,1269,Walsh,23,B,,4683,Mate,,78,4681,Irati,,,,,,,"1 Seafield Street, Craigentinny/Meadowbank, City of Edinburgh",M,4683,4682,SYNTHETIC DATA PRODUCED USING VALIPOP,4683,Walsh
D,2217,Thomas,K75.90,,JANUARY,1857,862,1890,2428,LINEN POWER LOOM TENTER,,2693,682,Schroeder,16,M,R17.00,2693,John,D,47,1857,Ava,862,Brankov,Michela Jones,2428, ,R58.05,"1 Orchard Park, Lessudden House, Scottish Borders",M,2693,2217,SYNTHETIC DATA PRODUCED USING VALIPOP,2693,Schroeder
D,1516,Alexander,C80.90,,JUNE,1211,803,1894,2502,PAUPER (WORSTED WINDER),,1962,409,WILLIAMS,23,M,,1962,Euphemia,D,77,1211,Nicole,803,Markovic,Wm Bolkvadze,2502,HOTEL KEEPER,,"1 Heugh, Scottish Borders",F,1962,1516,SYNTHETIC DATA PRODUCED USING VALIPOP,1962,WILLIAMS
D,1948,Michael,J42.00,,SEPTEMBER,2495,990,1891,2384,PRINTER (COMPOSITOR),,2695,664,Soto,14,W,,2695,Andrew,,48,2495,Jane,990,Grech,Jane Bolkvadze,2384,NURCE TO AUNT,,"1 Braehouse, Scottish Borders",M,2695,1948,SYNTHETIC DATA PRODUCED USING VALIPOP,2695,Soto
D,1992,Iker,I38.00,,JANUARY,1954,943,1892,2720,DRAINER,,2697,643,Sepp,23,M,I51.80,2697,Alexr,D,48,1954,Ann,943,WILLIAMS,Janet Hernandez,2720,DRESSMAKER,,"2 Girnick, Scottish Borders",M,2697,1992,SYNTHETIC DATA PRODUCED USING VALIPOP,2697,Sepp
,3889,Julen,G83.90,,MARCH,3888,1036,1913,3884,FARMER OF 23 ACRE?,missing,3883,1038,Garcia,6,M,,3883,Aaron,D,69,3888,Lisa,1036,,Natali Melnyk,3884,HOUSE PROPRIETOR,,"250 Robertson Road, Westfield, Cupar",M,3883,3889,SYNTHETIC DATA PRODUCED USING VALIPOP,3883,Bouchard
missing,4750,Nilsson,J45.90,,OCTOBER,4749,1282,1913,4747, ,,4746,1283,Daniel,13,M,N05.91,4746,Oliver,,70,4749,,1282,Marija,Ella Greco,4747, ,,"1 Old Town, Hillpark, Bannockburn",M,4746,4750,SYNTHETIC DATA PRODUCED USING VALIPOP,4746,Gonzadlez
D,1844,James,A16.96,,APRIL,1209,930,1877,2884,CARRIER,,2715,600,CONLLY,20,W,,2715,Joseph,,33,1209,Nellie,930,Ilves,Sibyl Larsson,2884,BLEACHFIELD HAND,,"1 Old St. Andrews Road, Rummond, Fife",M,2715,1844,SYNTHETIC DATA PRODUCED USING VALIPOP,2715,CONLLY
,2486,David,B05.90,,JANUARY,1859,879,1877,2749,PLOUGHMAN,,2717,681,Larsson,26,M,,2717,John,D,32,1859,Merve,879,Muratovic,Lea Flores,2749, ,,"1 Windermere Road, Annan, Dumfries and Galloway",M,2717,2486,SYNTHETIC DATA PRODUCED USING VALIPOP,2717,Larsson
D,1992,Iker,J11.10,,JULY,1954,888,1905,3334,FISHERMAN,,2721,643,Sepp,20,W,K31.94,2721,Sep,D,?1,1954,WILLIAMS,888,Ann,Jessica White,3334,missing,,"1 Thirlestane Drive, The Luggie, Lauder",M,2721,1992,SYNTHETIC DATA PRODUCED USING VALIPOP,2721,John
D,2492,David,I51.90,,DECEMBER,1995,1065,1913,2636,FARMER,,2723,705,Sanchez,22,M,,2723,Jno,,69,1995,Antonia,1065,Soto,Catherine Williams,2636,DOMESTIC SERV,,"1 Holmhead Crescent, Holmhead, East Ayrshire",M,2723,2492,SYNTHETIC DATA PRODUCED USING VALIPOP,2723,Sanchez
D,3275,Tobias,I50.01,,OCTOBER,3274,1020,1913,3397,WHITEFISHER,,3280,859,Rossi,29,R,,3280,Jozef,D,69,3274,Lea,1020,Meier,Mia Liepins,3397,DISH HAWKER,,"1 Whitehaugh View, West End, Scottish Borders",M,3280,3275,SYNTHETIC DATA PRODUCED USING VALIPOP,3280,Rossi
D,1972,Edgar,L94.41,,OCTOBER,1375,852,1885,2636,AGRICALL LAB,,2730,575,Sanchez,10,M,,2730,Adam,D,39,1375,Sophie,852,Perez,Catherine Williams,2636, ,,"2 Jean Lawrie Court, Lessudden House, Scottish Borders",M,2730,1972,SYNTHETIC DATA PRODUCED USING VALIPOP,2730,Sanchez
D,1290,William,R54.05,,FEBRUARY,1053,,1894,,ANNUITANT & C,,1964,467,Larsson,15,M,,1964,Mary,D,76,1053,Isabella,,WILLIAMS,,,,,"2 Golf Course Road, Girvan, South Ayrshire",F,1964,1290,SYNTHETIC DATA PRODUCED USING VALIPOP,1964,Larsson
,1696,George,I51.90,,MARCH,1815,904,1885,2772,LABOURER,,2731,660,HUNTER,16,M,I64.01,2731,William,D,39,1815,Catherine,904,Bianchi,Agnes Virtanen,2772,SERVANT,,"32 Knockcushan Street, Girvan, South Ayrshire",M,2731,1696,SYNTHETIC DATA PRODUCED USING VALIPOP,2731,HUNTER
D,1768,William,I51.90,,MAY,1669,977,1891,3157,MARRINER,,2733,661,COWLEY,21,M,N28.82,2733,James,,46,1669,Mary,977,Schroeder,Beatriz Morozov,3157,DRESSMAKER,,"1 Kings Brae, Highland",M,2733,1768,SYNTHETIC DATA PRODUCED USING VALIPOP,2733,COWLEY
D,2551,Tim,J42.00,,APRIL,2550,971,1925,3032,CARTER,,2737,656,Novak,26,M,,2737,John,D,79,2550,Regina,971,Chin,Margaret Anderson,3032,FUND HOLDER,,"2 Glen Gardens, Braeleny Farm, Callander",M,2737,2551,SYNTHETIC DATA PRODUCED USING VALIPOP,2737,Novak
D,1908,Alexander,I61.90,,JUNE,1793,1030,1926,3247,RETIRED LINEN DRAPER,,2739,625,de Boer,8,W,,2739,John,D,81,1793,Elizabeth,1030,Garcia,Ines Kovalchuk,3247, ,,"1 Armstrong Court, Langholm, Dumfries and Galloway",M,2739,1908,SYNTHETIC DATA PRODUCED USING VALIPOP,2739,de Boer
