Death,MOTHER_IDENTITY,father's forename,father's occupation,sex,FATHER_BIRTH_RECORD_IDENTITY,day of parents' marriage,place of parent's marriage,CHILD_IDENTITY,mother's occupation,family,illegit,DEATH_RECORD_IDENTITY,father's surname,MARRIAGE_RECORD_IDENTITY3,birth day,MARRIAGE_RECORD_IDENTITY2,PARENT_MARRIAGE_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,month of parents' marriage,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,FATHER_IDENTITY,mother's forename,child's forname(s),mother's maiden surname,birth year,address,ID,MOTHER_BIRTH_RECORD_IDENTITY,notes,child's surname,marriage,year of parents' marriage,birth month
,5328,Ren,COTTON WEAVER,F,5837,12,Allanbank Lauder ,6508,HOUSEHOLD DUTIES,1840,,,Andersson,,20,,1840,,MAY,,,5837,Jane,Janet,Markovic,1956,"1 Janefield Court, Allanbank, Lauder",6508,5328,SYNTHETIC DATA PRODUCED USING VALIPOP,Andersson,1840,1953,JANUARY
,5336,James,COOPER,F,5505,6,Northbank Farm Steadings Fife,6510,UPHOLSTERESS,1857,,,Smith,,17,,1857,,JULY,,,5505,Ann,Ann,Wozniak,1956,"2 Muir Gardens, Northbank Farm Steadings, Fife",6510,5336,SYNTHETIC DATA PRODUCED USING VALIPOP,Smith,1857,1953,FEBRUARY
,5376,Henry,ENGINE SMITH,F,5371,11,Whitehills East Kilbride ,6512,HOUSE KEEPER,1859,,,Santos,,21,,1859,,OCTOBER,,,5371,Mary,Ann,Grigoryan,1956,"1 Braidley Crescent, Whitehills, East Kilbride",6512,5376,SYNTHETIC DATA PRODUCED USING VALIPOP,Santos,1859,1953,AUGUST
,5485,George,COAL BROKER,F,5305,2,Whinnyhouse Scottish Borders,6516,DOMESTIC SERVANT,1862,,,de Boer,,16,,1862,,SEPTEMBER,,,5305,Jemima,Elizabeth,Savic,1956,"1 Whinnyhouse, Scottish Borders",6516,5485,SYNTHETIC DATA PRODUCED USING VALIPOP,de Boer,1862,1954,OCTOBER
,5546,Robert,STUDENT NORMAL SEMINARY,F,5703,27,Masterton Dunfermline ,6518,BOOKFOLDER,1864,,,Santos,,20,,1864,,DECEMBER,,,5703,Sarah,Anne,Tkachenko,1956,"1 Pinkerton Crescent, Masterton, Dunfermline",6518,5546,SYNTHETIC DATA PRODUCED USING VALIPOP,Santos,1864,1953,JANUARY
,5524,William,FISHERMAN,F,5545,28,Aberdeenshire,6522, ,1815,,,Maisuradze,,5,,1815,,AUGUST,,,5545,Elizabeth,Mary,Soto,1956,"1 Hobshill Road, Aberdeenshire",6522,5524,SYNTHETIC DATA PRODUCED USING VALIPOP,Maisuradze,1815,1951,JULY
,5642,Alex,CLOTH MERCHANT,F,5455,30,Weensmoore Scottish Borders,6524,SEAMAN'S DAUR,1784,,,Garcia,,10,,1784,,APRIL,,,5455,Mary,Annie,Tkachenko,1956,"5 Weensmoore, Scottish Borders",6524,5642,SYNTHETIC DATA PRODUCED USING VALIPOP,Garcia,1784,1950,APRIL
,6065,James,JOINER,F,5459,29,,6528,FISHWOMAN,1770,,,Kovacevic,,6,,1770,,OCTOBER,,,5459,Laia,Allison,Rossi,1956,"1 Cherry Drive, Girvan, South Ayrshire",6528,6065,SYNTHETIC DATA PRODUCED USING VALIPOP,Kovacevic,1770,1952,FEBRUARY
3388,2636,Adam,(CIVIL) ENGINEER,F,2730,26,Lessudden House Scottish Borders,3388, ,852,,3388,Sanchez,,10,,852,1170,MARCH,,,2730,Catherine,Agnes,Williams,1867,"2 Jean Lawrie Court, Lessudden House, Scottish Borders",3388,2636,SYNTHETIC DATA PRODUCED USING VALIPOP,Sanchez,852,1862,SEPTEMBER
,5290,James,SMITH HAMER MAN DALY,F,4901,19,Buailledubh Na h-Eileanan Siar,6504,POWER LOOM WEAVER,1780,,,Soto,,7,,1780,2090,MAY,,,4901,Janet,Isabella,Kovacevic,1956,"6 Cille Bha 'Nain, Buailledubh, Na h-Eileanan Siar",6504,5290,SYNTHETIC DATA PRODUCED USING VALIPOP,Soto,1780,1948,MARCH
,5460,James,LAB ON RAILWAY,F,5623,24,South Ayrshire,6514,PINNER (LINEN),1860,,,Garcia,,14,,1860,,APRIL,,,5623,Annie,Jemima,Szabo,1956,"132 Main Street, South Ayrshire",6514,5460,SYNTHETIC DATA PRODUCED USING VALIPOP,Garcia,1860,1953,SEPTEMBER
,5766,Samuel,BOOTMAKER,F,6066,4,Whitehills East Kilbride ,6520, ,1866,,,Rossi,,2,,1866,2092,DECEMBER,,,6066,Memmet9v,Jane,Laura,1956,"2 Braidley Crescent, Whitehills, East Kilbride",6520,5766,SYNTHETIC DATA PRODUCED USING VALIPOP,Rossi,1866,1952,NOVwMBER
,5680,John,DRAPER ASISTENT,F,5423,3,South Ayrshire,6526,COTTON PICKER COT MILL,1868,,,Szabo,,25,,1868,2091,MARCH,,,5423,Mary,Sarah,Sanchez,1956,"4 Milton Wynd, South Ayrshire",6526,5680,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,1868,1952,JANUARY
6542,5106,Will,LABOURER DOCK,F,4601,17,Girvan South Ayrshire,6542,COTTON MILL WORKER,1722,,6542,Visser,,25,,1722,,FEBRUARY,,,4601,Bridget,Isabella,Kuznetsov,1957,"3 Ailsa Place, Girvan, South Ayrshire",6542,5106,SYNTHETIC DATA PRODUCED USING VALIPOP,Visser,1722,1944,FEBRUARY
,5260,Andw,TAILOR (JOURNEYMAN),F,5203,17,Galalaw Scottish Borders,6544, ,1689,,,Wozniak,,14,,1689,,MAY,,,5203,Elizabeth,Mary,Krajnc,1957,"1 Hislop Gardens, Galalaw, Scottish Borders",6544,5260,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1689,1942,JULY
,5344,Alick,DRAINER,F,5027,14,Lessudden House Scottish Borders,6546,BOOT CLOSER,1752,,,Greco,,23,,1752,,NOVEMBER,,,5027,Elspet,Ann,De Vries,1957,"1 Lessudden House, Scottish Borders",6546,5344,SYNTHETIC DATA PRODUCED USING VALIPOP,Greco,1752,1946,SEPTEMBER
,5390,John,CHEMICAL LABOURER,F,5133,1,Belhaven Dunbar ,6548,QUILTER,1841,,,Prochazka,,1,,1841,,FEBRUARY,,,5133,Margeret,Buthia,Markovic,1957,"1 Lawson Place, Belhaven, Dunbar",6548,5390,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,1841,1953,JUNE
,5642,Alex,CLOTH MERCHANT,F,5455,30,Weensmoore Scottish Borders,6554,SEAMAN'S DAUR,1784,,,Garcia,,25,,1784,,APRIL,,,5455,Mary,Jane,Tkachenko,1957,"5 Weensmoore, Scottish Borders",6554,5642,SYNTHETIC DATA PRODUCED USING VALIPOP,Garcia,1784,1950,FEBRUARY
,5728,Mantas, ,F,6442,29,Swinton Dene Scottish Borders,6556,FACTORY WORKER,1875,,,Calderon,,21,,1875,,JULY,,,6442,Jemina,Susana,Brown,1957,"2 Swinton Dene, Scottish Borders",6556,5728,SYNTHETIC DATA PRODUCED USING VALIPOP,Calderon,1875,1954,SEPTEMBER
,3334,John,BRICK MAKER,F,2721,22,The Luggie Lauder ,3390, ,888,,,Sepp,,14,,888,1109,JULY,,,2721,Jessica,Mary,White,1867,"1 Thirlestane Drive, The Luggie, Lauder",3390,3334,SYNTHETIC DATA PRODUCED USING VALIPOP,Sepp,888,1866,APRIL
,5708,Charles,GROCER & COAL AGENT,F,5251,11,North Ayrshire,6558,POWER LOOM COTTON WEAVER,1877,,,Tkachenko,,3,,1877,,DECEMBER,,,5251,Mary,Rose,Bogdanov,1957,"632 Manse Road, North Ayrshire",6558,5708,SYNTHETIC DATA PRODUCED USING VALIPOP,Tkachenko,1877,1956,JANUARY
,5814,Oliver,WORKER IN PAPER MILL,F,5951,15,Allanbank Lauder ,6560,SCHOLAR,1879,,,Petrov,,9,,1879,,FEBRUARY,,,5951,Mary,Sarah,Jimenez,1957,"2 Lauderdale Drive, Allanbank, Lauder",6560,5814,SYNTHETIC DATA PRODUCED USING VALIPOP,Petrov,1879,1954,FEBRUARY
,5494,Benjamin,SHOEMAKER,F,5465,25,Elrig Dumfries and Galloway,6550,WINDER,1767,,,Schroeder,,24,,1767,,SEPTEMBER,,,5465,Elspet,Margaret,Szabo,1957,"1 Elrig, Dumfries and Galloway",6550,5494,SYNTHETIC DATA PRODUCED USING VALIPOP,Schroeder,1767,1947,DECEMBER
,5500,James,missing,F,5529,5,Stewarton East Ayrshire,6552,missing,1827,,,Demir,,3,,1827,,APRIL,,,5529,Mar7,Janet,Dumitru,1957,"1 Annickbank, Stewarton, East Ayrshire",6552,5500,SYNTHETIC DATA PRODUCED USING VALIPOP,Diir,1827,1954,JULY
,4668,Miguel,PLOUGHMAN,F,4549,12,Girnick Scottish Borders,6577,DRESSMAKER,1521,,,Williams,,10,,1521,,FEBRUARY,,,4549,Elisabeth,Margaret,Schroeder,1958,"1 Girnick, Scottish Borders",6577,4668,SYNTHETIC DATA PRODUCED USING VALIPOP,Williams,1521,1931,JULY
,4662,Brown,SHOEMAKER,F,4675,,,6578, ,1492,illegitimate,,Andrew,,15,,,,,,,4675,Isab?lla,Jane,La?sson,1958,,6578,4662,SYNTHETIC DATA PRODUCED USING VALIPOP,Brown,,,OCTOBER
,5738,Roberto,LINEN WEAVER,F,5737,24,,6579,HOUSEKEEPER,1556,,,Zhu,,18,,1556,,FEBRUARY,,,5737,Anna,Mary,Lopez,1958,"1 Bowhouse, Falkirk",6579,5738,SYNTHETIC DATA PRODUCED USING VALIPOP,Zhu,1556,1932,JUNE
,5248,Thomas,SEAMAN GUNNER H M SER,F,4977,31,,6580,GROSER & SPIRIT DEALER,1824,illegitimate,,Grigoryan,,25,,1824,,JULY,,,4977,Marion,Mary,Mohamed,1958,"1 Woodland Park, Highland",6580,5248,SYNTHETIC DATA PRODUCED USING VALIPOP,Grigoryan,1824,1955,AUGUST
,5336,James,COOPER,F,5505,6,Northbank Farm Steadings Fife,6582, ,1857,,,Smith,,9,,1857,,JULY,,,5505,Ann,Euph,Wozniak,1958,"2 Muir Gardens, Northbank Farm Steadings, Fife",6582,5336,SYNTHETIC DATA PRODUCED USING VALIPOP,Smith,1857,1953,AUGUST
,5394,Peter,IRONSTONE MINER,F,5263,18,Braeleny Farm Stirling,6584,DOMESTIC SERVT,1887,,,Muratovic,,11,,1887,,AUGUST,,,5263,Agnes,Winifred,Wozniak,1958,"3 Robertson Way, Braeleny Farm, Stirling",6584,5394,SYNTHETIC DATA PRODUCED USING VALIPOP,Muratovic,1887,1956,AUGUST
,2464,James,GROOM,F,2075,12,Girvan South Ayrshire,3052, ,784,,,Prochazka,,26,,784,,SEPTEMBER,,,2075,Marie,Ann,Brown,1856,"1 Golf Course Road, Girvan, South Ayrshire",3052,2464,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,784,1851,SEPTEMBER
3384,2410,Pablo,COAL MINER,F,2864,15,Heugh Scottish Borders,3384,FARMER'S DAUR,791,,3384,Jones,,10,,791,1110,JULY,,,2864,Bridget,Isabella,White,1867,"2 Heugh, Scottish Borders",3384,2410,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,791,1851,AUGUST
,5426,James,CORK CUTTER,F,6337,30,Scottish Borders,6586,FISHERMAN DAUR,1813,,,de Boer,,29,,1813,,DECEMBER,,,6337,Isabella,Christina,Visser,1958,"2 Holmfoot, Scottish Borders",6586,5426,SYNTHETIC DATA PRODUCED USING VALIPOP,de Boer,1813,1948,JANUARY
,6443,Benjamin,FLESHER,F,6022,,,6588, ,1888,illegitimate,,Perez,,2,,,,,,,6022,Anni,Mary,Calderon,1958,,6588,6443,SYNTHETIC DATA PRODUCED USING VALIPOP,Perez,,,FEBRUARY
,5502,James,DOCK LABOURER,F,5247,17,Wooden Scottish Borders,6590,COW FEEDERS DAUR,1753,,,Sanchez,,29,,1753,,NOVEMBER,,,5247,Catherine,Christina,Wozniak,1958,"3 Wooden, Scottish Borders",6590,5502,SYNTHETIC DATA PRODUCED USING VALIPOP,Sanchez,1753,1946,JUNE
,6068,Alexander, ,F,5801,12,Cornton Stirling,6592, ,1769,,,Rojas,,26,,1769,,JUNE,,,5801,Leire,Jane,Rossi,1958,"1 Cornton, Stirling",6592,6068,SYNTHETIC DATA PRODUCED USING VALIPOP,Rojas,1769,1949,DECEMBER
,5678,James,LABOURER,F,5421,9,Aberdeenshire,6594,DOMESTIC SERVANT,1867,,,Muratovic,,20,,1867,,SEPTEMBER,,,5421,Janet,Ann,Jimenez,1958,"89 Back Road, Aberdeenshire",6594,5678,SYNTHETIC DATA PRODUCED USING VALIPOP,Muratovic,1867,1952,JUNE
,6105,John,PLOUGHMAN,F,5715,13,,6596,POWER LOOM WEAVER,1890,,,Dumitru,,7,,1890,,AUGUST,,,5715,Giulia,Margaret,Biton,1958,"1 Frank Coutts Court, Scottish Borders",6596,6105,SYNTHETIC DATA PRODUCED USING VALIPOP,Dumitru,1890,1959,DECEMBER
,5812,Lionel,GROCER,F,5761,7,The Lees Coldstream ,6598, ,1892,,,Demir,,3,,1892,,JANUARY,,,5761,Jemima,Ann,Brown,1958,"1 Gowanlea, The Lees, Coldstream",6598,5812,SYNTHETIC DATA PRODUCED USING VALIPOP,Demir,1892,1955,JANUARY
,5190,Lars,CARTER,F,5651,10,Crail Fife,6615,SWEEPER IN COTTON MILL,1900,,,Mohan,,30,,1900,,APRIL,,,5651,Maia,Barbara,De Vries,1959,"1 Tolbooth Wynd, Crail, Fife",6615,5190,SYNTHETIC DATA PRODUCED USING VALIPOP,Mohan,1900,1957,JUNE
,5089,John,SHOEMAKER,F,5379,,,6616,HOUSEKEEPER,1901,illegitimate,,Krajnc,,29,,,,,,,5379,Mary,Margaret,Prochazka,1959,,6616,5089,SYNTHETIC DATA PRODUCED USING VALIPOP,Krajnc,,,JULY
,6573,Michael, ,F,6572,19,,6618, ,1884,,,Sato,,16,,1884,,DECEMBER,,,6572,Mia,Agnes,Perez,1959,"1 Bowhouse, Falkirk",6618,6573,SYNTHETIC DATA PRODUCED USING VALIPOP,Sato,1884,1950,OCTOBER
3406,2552,David,CARTER,F,2283,29,Little Richorn Dalbeattie ,3406, ,822,,3406,Rivera,,12,,822,,AUGUST,,,2283,Ana,Margaret,Novak,1868,"1 Blair Street, Little Richorn, Dalbeattie",3406,2552,SYNTHETIC DATA PRODUCED USING VALIPOP,Rivera,822,1855,DECEMBER
,5285,Richard,MERCHANT (PRODUCE),F,5059,12,Broadsea Fraserburgh ,6620,COTTON THREAD TWISTER,1679,,,Wozniak,,22,,1679,,JUNE,,,5059,Cath,Mary,Larsson,1959,"47 Scalloway Park, Broadsea, Fraserburgh",6620,5285,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1679,1941,DECEMBER
,5416,Matthew,POTATOE MERCHANT,F,6380,24,Croftfoot Moodiesburn ,6622, ,1902,,,Ilves,,4,,1902,,DECEMBER,,,6380,Kate,Catherine,Larsson,1959,"1 Mossvale Terrace, Croftfoot, Moodiesburn",6622,5416,SYNTHETIC DATA PRODUCED USING VALIPOP,Ilves,1902,1956,DECEMBER
,5494,Benjamin,SHOEMAKER,F,5465,25,Elrig Dumfries and Galloway,6624,WINDER,1767,,,Schroeder,,29,,1767,,SEPTEMBER,,,5465,Elspet,Janet,Szabo,1959,"1 Elrig, Dumfries and Galloway",6624,5494,SYNTHETIC DATA PRODUCED USING VALIPOP,Schroeder,1767,1947,OCTOBER
,5557,Wil,TIN SMITH (AP),F,5571,MAY,Woodlands Falkirk,6626,SEAMAN'S DAUR,1865,missing,,De Vries,,14,,1865,,24,,,5571,Mary Grace,Christina,Tanaka,1959,"1 Higy Station Road, Woodlands, Falkirk",6626,5557,SYNTHETIC DATA PRODUCED USING VALIPOP,De Vries,1865,1953,JANUARY
,5596,James,LETTER PRESS PRINTER,F,4361,3,South Ayrshire,6628,PAPERER BOX MANUF,1904,,,Rossi,,28,,1904,,MARCH,,,4361,Elizabeth,Agnes,Wozniak,1959,"5 Milton Wynd, South Ayrshire",6628,5596,SYNTHETIC DATA PRODUCED USING VALIPOP,Rossi,1904,1958,MAY
,5680,John,GENERAL SERVANT,F,5423,3,South Ayrshire,6630,COTTON PICKER COT MILL,1868,,,Szabo,,9,,1868,,MARCH,,,5423,Mary,Cecelia,Sanchez,1959,"4 Milton Wynd, South Ayrshire",6630,5680,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,1868,1952,JANUARY
,6336,George,FARMER SON,F,5469,16,Braeleny Farm Stirling,6632,SOLDIERS WIFE,1906,,,Wozniak,,28,,1906,,JUY,,,5469,Emma,W,de Boer,1959,"1 Vorlich Cresfent, Braeleny Farm, Stirling",6632,6336,SYNTHETIC DATA PRODUCED USING VALIPOP,Isabella,1906,1956,APRIL
,5808,John,FARM MANAGER OF 150 ACRES EMPLOYING 7 LABOURERS & 3 FEMALES,F,5683,26,Girvan South Ayrshire,6634,BOLT SCREWER,1893,,,Wozniak,,22,,1893,,DECEMBER,,,5683,Mary,Jessie,Smith,1959,"261 Golf Course Road, Girvan, South Ayrshire",6634,5808,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1893,1955,FEBRUARY
,6609,Anthony,AG LABOURER (PAUPER),F,6608,15,,6636,DOMESTIC SERV,1897,,,Tjin,,2,,1897,,FEBRUARY,,,6608,Aada,Annie,Jensen,1959,"1 North Bishopbrae, Bathgate, West Lothian",6636,6609,SYNTHETIC DATA PRODUCED USING VALIPOP,Tjin,1897,1954,AUGUST
,6002,Thos,SCHOLAR,F,5999,5,,6638,SCHOLAR,1909,,,Sanchez,,4,,1909,,JANUARY,,,5999,Jessie,Catherine,Mohan,1959,"1 Cranston Crescent, Allanbank, Lauder",6638,6002,SYNTHETIC DATA PRODUCED USING VALIPOP,Sanchez,1909,1960,DECEMBER
3408,2412,Benjamin,FORESTER,F,2915,21,Kincorth Aberdeen City,3408, ,790,,3408,Anderson,,8,,790,,MARCH,,,2915,Margaret,Mary,Rivera,1868,"1 Clerk Maxwell Crescent, Kincorth, Aberdeen City",3408,2412,SYNTHETIC DATA PRODUCED USING VALIPOP,Anderson,790,1853,JULY
,6006,William,TAILOR (JOURNEYMAN),F,5721,25,Scottish Borders,6640,SCHOLAR,1911,,,Tkachenko,,6,,1911,,SEPTEMBER,,,5721,Hannah,Mary,Demir,1959,"215 Scott Street, Scottish Borders",6640,6006,SYNTHETIC DATA PRODUCED USING VALIPOP,Tkachenko,1911,1959,DECEMBER
,5248,Thomas,SEAMAN GUNNER H M SER,?,4977,JULY,,6655,GROSER & SPIRIT DEALER,1824,illegitimate,,Grigoryan,,24,,1824,,31,,,4977,Maroin,Agnej,Mohamed,1960,"1 Woodland Park, Highland",6655,5248,SYNTHETIC DATA PRODUCED USING VALIPOP,Grigoryan,1824,1955,JANUARY
,5354,Neil,PLUMBER,F,5570,11,Na h-Eileanan Siar,6656, ,1917,,,Harris,,20,,1917,,FEBRUARY,,,5570,Jane,Margaret,Prochazka,1960,"2 Ceann An Ora, Na h-Eileanan Siar",6656,5354,SYNTHETIC DATA PRODUCED USING VALIPOP,Harris,1917,1957,MARCH
,5426,Jams,?OR? CUTTER,F,6337,30,Scottish Bo5ders,6658,COTTON WAREHOUSE WORKER,1813,,,de Boer,,23,,1813,,DECEoBER,,,6337,Isabella,Sorwell,Visser,1960,"2 Holmfoot, Scottish Borders",6658,5426,SYNTHETIC DATA PRODUCED USING VALIPOP,de Boer,1813,1948,OCTOBER
,5418,John,AG LABOURER,F,5341,30,,6660,SPIRIT DEALER,1727,,,Tkachenko,,2,,1727,,SEPTEMBER,,,5341,Sarah,Agnes,Watanabe,1960,"3 Plainfield Terrace, Monksford House, Scottish Borders",6660,5418,SYNTHETIC DATA PRODUCED USING VALIPOP,Tkachenko,1727,1948,AUGUST
,5557,Wi?l,TIN SMITH (AP),F,5571,24,Woodlands Falkirk,6662,SEAMAN'S DAUR,1865,,,De Vries,,2t,,1865,,MAY,,,5571,Mary yrace,Margaret,Tanaka,1960,"1 High Station Road, Woodlands, Falkirk",6662,5557,SYNTHETIC DATA PRODUCED USING VALIPOP,De Vriest,1865,1953,NOVEMBER
,5596,James,MERCHANT & FARMER,F,4361,3,South Ayrshire,6664,PAPERER BOX MANUF,1904,,,Rossi,,23,,1904,,MARCH,,,4361,Elizabeth,Charlotte,Wozniak,1960,"5 Milton Wynd, South Ayrshire",6664,5596,SYNTHETIC DATA PRODUCED USING VALIPOP,Rossi,1904,1958,JUNE
,5628,Muratovic,ENGINE SMITH,F,5579,2,Aberdednshire,6666,RAG STORE KEEPER,1919,missing,,Patrick,,16,,1919,,MAY,,,5579,Mary,Jan,Prochazka,1960,"79 Highview Grove, Aberdeenshire",6666,5628,SYNTHETIC DATA PRODUCED USING VALIPOP,Muratovic,1919,1958,NOVEMBER
,5682,Willi,SHIP'S CARPENTER,F,5547,18,Masterton Dunfermline ,6668, ,1801,,,Larsson,,20,,1801,,JULY,,,5547,Hannah,Mary,Tasev,1960,"1 Masterton, Dunfermline, Fife",6668,5682,SYNTHETIC DATA PRODUCED USING VALIPOP,Larsson,1801,1950,FEBRUARY
,5678,Robert,LABOURER,F,5701,18,Aberdeenshire,6670,DOMESTIC SERVANT,1921,,,Santos,,3,,1921,,JULY,,,5701,Janet,Mary,Jimenez,1960,"139 Greystone Place, Aberdeenshire",6670,5678,SYNTHETIC DATA PRODUCED USING VALIPOP,Santos,1921,1960,OCTOBER
3410,2450,William,LANDED PROPRIETOR'S GARDENER,F,2383,21,Butterhall Scottish Borders,3410, ,848,,3410,Delic,,5,,848,,DECEMBER,,,2383,Anne,Jeannie,Thill,1868,"1 Butterhall, Scottish Borders",3410,2450,SYNTHETIC DATA PRODUCED USING VALIPOP,Delic,848,1859,SEPTEMBER
,5792,Malcolm,PLUMBER,F,5795,27,Heatherknowe Portlethen ,6672, ,1922,,,Bolkvadze,,5,,1922,,SEPTEMBER,,,5795,Elizabeth,Margaret,Wozniak,1960,"93 Haremoss Drive, Heatherknowe, Portlethen",6672,5792,SYNTHETIC DATA PRODUCED USING VALIPOP,Bolkvadze,1922,1957,OCTOBER
,6485,Theodore,FARMER'S SON,F,5797,27,,6674,MILLINER,1924,,,Harutyunyan,,6,,1924,,SEPTEMBER,,,5797,Jocelyn,Janet,Ramirez,1960,"1 Mill Wynd, East Ayrshire",6674,6485,SYNTHETIC DATA PRODUCED USING VALIPOP,Harutyunyan,1924,1960,FEBRUARY
,6042,John,AG LAB,F,5723,4,,6676,SCHOLAR,1925,,,Jimenez,,27,,1925,,NOVEMBER,,,5723,Jane,Margaret,Butkus,1960,"2 Seafield Crescent, Highland",6676,6042,SYNTHETIC DATA PRODUCED USING VALIPOP,Jimenez,1925,1962,JANUARY
,5170,Harutyunyan,PLOUGHMAN,F,5245,14,Highland,6694,FARMER'S DAUGHTER,1761,,,William,,25,,1761,,DECEMBER,,,5245,Maggke,Sarah,Hernan?ez,1961,"94 Glebe Pa4k, Highland",6694,5170,SYNTHETIC DATA PRODUCED USING VALIPOP,Harutyunyan,1761,1947,AUGUST
,5376,Will,LODGER,F,5137,8,,6696,GOVERNESS,1933,,,Szabo,,27,,1933,,AUGUST,,,5137,Mary,Catherine,Grigoryan,1961,"2 Wooden, Scottish Borders",6696,5376,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,1933,1961,MARCH
,6404,Gustavo,LABOURER,F,6403,11,,6698, ,1820,,,Perez,,14,,1820,,SEPTEMBER,,,6403,Laura,Ann,Andersen,1961,"1 John Buchan Drive, Aberdeenshire",6698,6404,SYNTHETIC DATA PRODUCED USING VALIPOP,Perez,1820,1943,MAY
,5540,Duncan,LABOURER,F,5625,4,North Williamwood East Renfrewshire,6700, ,1842,,,Kuznetsov,,26,,1842,,NOVEMBER,,,5625,Margaret,Jemima,Smith,1961,"1 Sutherland Drive, North Williamwood, East Renfrewshire",6700,5540,SYNTHETIC DATA PRODUCED USING VALIPOP,Kuznetsov,1842,1951,APRIL
,6020,Joseph,FARM SERV,F,5585,8,,6702,DOMESTIC SERVANT,1935,,,Szabo,,30,,1935,,NOVEMBER,,,5585,Manon,Annie,Perez,1961,"1 Snawdon, Scottish Borders",6702,6020,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,1935,1961,OCTOBER
,5636,Florian,CROFTER OF 4 AC AND AGR LAB,F,5835,13,Perth and Kinross,6704, ,1937,,,Andersson,,6,,1937,,DECEMBER,,,5835,Annie,Eliza,Brown,1961,"1 Culloden House Court, Perth and Kinross",6704,5636,SYNTHETIC DATA PRODUCED USING VALIPOP,Andersson,1937,1957,JULY
,5712,Andrew,LABOURER (AG),F,5641,15,Girvan South Ayrshire,6706,DOMESTIC SERVANT,1907,,,Smith,,28,,1907,,MAY,,,5641,Grace,Mary,Visser,1961,"262 Golf Course Road, Girvan, South Ayrshire",6706,5712,SYNTHETIC DATA PRODUCED USING VALIPOP,Smith,1907,1956,MAY
3414,3185,Alvaro,PLOUGHMAN,F,3184,9,,3414,DRESSMAKER,836,,3414,Schmidt,,22,,836,,FEBRUARY,,,3184,Emily,Margaret,Zammit,1868,"1 Preston, Cockenzie and Port Seton, East Lothian",3414,3185,SYNTHETIC DATA PRODUCED USING VALIPOP,Schmidt,836,1858,MARCH
,5758,William,SMITH'S SON,F,5597,2,South Ayrshire,6708,WOOLEN WEAVER WIFE,1817,,,Jones,,17,,1817,,MARCH,,,5597,Cathrine,Jessie,De Vries,1961,"1595 Castle Road, South Ayrshire",6708,5758,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,1817,1953,JULY
,6019,James,FLAX WAREHOUSEMAN,F,5255,10,Aberdeenshire,6710,DOMESTIC SERVANT,1939,,,Larsson,,9,,1939,,AUGUST,,,5255,Marie,Sarah,Perez,1961,"46 Hobshill Place, Aberdeenshire",6710,6019,SYNTHETIC DATA PRODUCED USING VALIPOP,Larsson,1939,1959,MAY
,6568,Lionel,GROCER,F,5761,,,6712, ,1940,illegitimate,,Demir,,20,,,,,,,5761,Anna,Julia,Kuznetsov,1961,,6712,6568,SYNTHETIC DATA PRODUCED USING VALIPOP,Demir,,,MARCH
,5472,Lawrence,COTTON WEAVER,F,5303,5,Lanark South Lanarkshire,6732,SERVANT,1748,,,Visser,,27,,1748,,NOVEMBER,,,5303,Freja,Janet,Martinez,1962,"1 Kirklands Road, Lanark, South Lanarkshire",6732,5472,SYNTHETIC DATA PRODUCED USING VALIPOP,Visser,1748,1946,DECEMBER
,5376,Will,JANITOR,F,5137,8,,6734,GOVERNESS,1933,,,Szabo,,30,,1933,,AUGUST,,,5137,Mary,Maggie,Grigoryan,1962,"2 Wooden, Scottish Borders",6734,5376,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,1933,1961,SEPTEMBER
,5596,James,MERCHANT & FARMER,F,4361,3,South Ayrshire,6736,PAPERER BOX MANUF,1904,,,Rossi,,26,,1904,,MARCH,,,4361,Elizabeth,Mairon,Wozniak,1962,"5 Milton Wynd, South Ayrshire",6736,5596,SYNTHETIC DATA PRODUCED USING VALIPOP,Rossi,1904,1958,NOVEMBER
,5712,Andrew,LABOURER (AG),F,5641,15,Girvan South Ayrshire,6738,DOMESTIC SERVANT,1907,,,Smith,,14,,1907,,MAY,,,5641,Grace,Jane,Visser,1962,"262 Golf Course Road, Girvan, South Ayrshire",6738,5712,SYNTHETIC DATA PRODUCED USING VALIPOP,Smith,1907,1956,JULY
,6105,Dumitlu,PLOUGHMAN,F,5715,13,missing,6740,POWER LOOM WEAVER,1890,,,John,,9,,1890,,AUGUST,,,5715,Biton,Isabella,Giulia,1962,"1 Frank Coutts Court, Scottish Borders",6740,6105,SYNTHETIC DATA PRODUCED USING VALIPOP,Dumi?ru,1890,1959,DECEMBER
