ID,family,marriage,child's forname(s),child's surname,birth day,birth month,birth year,address,sex,father's forename,father's surname,father's occupation,mother's forename,mother's maiden surname,mother's occupation,day of parents' marriage,month of parents' marriage,year of parents' marriage,place of parent's marriage,illegit,notes,Death,CHILD_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,DEATH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,MARRIAGE_RECORD_IDENTITY2,MARRIAGE_RECORD_IDENTITY3,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5
3292,795,795,Jane,STEWART,17,NOVEMBER,1864,"1 Pairc Uilleim, Highland",F,John,STEWART,HAND LOOM WEAVER (WOOL),Olivia,Brown, ,14,AUGUST,1853,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,3292,3292,2465,2281,3292,795,2281,2465,,,,,
3294,857,857,Betsy,Smith,29,JANUARY,1864,"1 Scaurs, Jedburgh, Scottish Borders",F,Thomas,Smith,QUARRY MAN,Ann,Harutyunyan, ,5,AUGUST,1861,"Scaurs Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,3294,3294,2334,2391,3294,857,2391,2334,,,,,
3298,846,846,Susan,Larsson,26,APRIL,1864,"1 Keltie Bridge, Braeleny Farm, Stirling",F,George,Larsson,COAL MINER,Ana,Flores,DRESSMAKER,11,MARCH,1859,"Braeleny Farm Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,3298,3298,2752,2639,3298,846,2639,2752,1082,,,,
3300,840,840,Jane,Brown,21,JUNE,1864,"1 Geisher Road, Braeleny Farm, Stirling",F,Harry,Brown,SERVANT,Jane,Hernandez,DOMESTIC SERVANT,27,JULY,1861,"Braeleny Farm Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,,3300,2534,2463,,840,2463,2534,,1155,,,
3302,865,865,Isabella,Schroeder,9,JUNE,1864,"13 Kinneil Park, Croc, North Ayrshire",F,William,Schroeder,STOCKING FRAME WORK KNITTER,Fatma,Rossi,BAKER'S DAUR,10,OCTOBER,1859,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3302,3302,3281,2669,3302,865,2669,3281,,1169,,,
3296,863,863,Annie,Kovalchuk,19,OCTOBER,1864,"1 Erroll Street, Roanheads, Peterhead",F,Connor,Kovalchuk,CARPENTERS SON,Mary,Sanchez, ,29,JULY,1861,"Roanheads Peterhead ",,SYNTHETIC DATA PRODUCED USING VALIPOP,3296,3296,2386,3248,3296,863,3248,2386,,1129,,,
3314,732,732,Elizabeth,Visser,15,APRIL,1865,"1 Allan's Hill, Maybole, South Ayrshire",F,Alexander,Visser,LINNEN WEAVER,Mary,Fernandez,GENERAL SERV,30,MAY,1844,"Maybole South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3314,3314,2154,2175,3314,732,2175,2154,,,,,
3316,870,870,Margaret,Morozov,28,DECEMBER,1865,"1 Hobshill Road, Aberdeenshire",F,Daniel,Morozov,DOCK PORTER,Emily,Zielinski, ,8,AUGUST,1863,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3316,3316,3124,3159,3316,870,3159,3124,,,,,
3318,733,733,Elizabeth,Larsson,16,APRIL,1865,"1 Bracklinn Road, Drumardoch Farm, Callander",F,William,Larsson,FLAX AND YARN AND JUTE,Jane,Markovic, ,2,OCTOBER,1846,"Drumardoch Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,3318,3318,2230,1905,3318,733,1905,2230,,,,,
3320,848,848,Agnes,Delic,23,JULY,1865,"1 Butterhall, Scottish Borders",F,William,Delic,LANDED PROPRIETOR'S GARDENER,Anne,Thill,COTTON WEAVER,21,DECEMBER,1859,"Butterhall Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,3320,3320,2450,2383,3320,848,2383,2450,,,,,
3322,808,808,Margaret,Prochazka,12,OCTOBER,1865,"1 Ritchie Place, Aberdeenshire",F,Peter,Prochazka,MASON,Siiri,Shevchuk,DOMESTIC SERV,17,AUGUST,1855,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,3322,2526,2129,,808,2129,2526,,,,,
3326,872,872,Janet,Fernandez,3,APRIL,1865,"3 Garnock Street, Dalry, North Ayrshire",F,Henry,Fernandez,PLOUGHMAN,Janet,Hernandez,DOMESTIC SERV,28,OCTOBER,1862,"Dalry North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3326,3326,2720,2569,3326,872,2569,2720,,,,,
3324,871,,Annie,Harutyunyan,28,APRIL,1865,,F,Adam,Harutyunyan,PLOUGHMAN,Elesebeth,Williams,DOMESTIC SEVAN,,,,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,3324,3324,2506,2257,3324,,2257,2506,1101,,,,
3344,782,782,Sarah,Fernandez,12,NOVEMBER,1866,"1 Darley Place, Troon, South Ayrshire",F,James,Fernandez,PLOUGHMAN,Guorun,Jones,HOUSEMAID,5,JULY,1852,"Troon South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3344,3344,2865,2211,3344,782,2211,2865,,,,,
3348,797,797,Barbro,Rivera,4,APRIL,1866,"38 Raonmor, Highland",F,John,Rivera,LABOURER,Mia,Rodriguez, ,4,JANUARY,1853,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,3348,2702,2259,,797,2259,2702,,,,,
3350,807,807,Hellen,Wozniak,8,MAY,1866,"1 School Lane, Balbinny, Angus",F,Duncan,Wozniak,FARM STEWARD,Kate,Garcia,LAUNDRESS,3,JULY,1854,"Balbinny Angus",,SYNTHETIC DATA PRODUCED USING VALIPOP,3350,3350,2416,2439,3350,807,2439,2416,,,,,
3354,877,877,Susan,Harutyunyan,31,AUGUST,1866,"1 Kerse Avenue, North Ayrshire",F,Bernard,Harutyunyan,JOURNEYMAN TAILOR,Theresa,Martinez,COOK,1,SEPTEMBER,1863,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3354,3354,2542,2601,3354,877,2601,2542,,,,,
3356,824,824,Mary,Jones,8,MARCH,1866,"1 Cairnhill Place, South Ayrshire",F,Samuel,Jones,RAILWAY LABOURER,Kate,Bolkvadze,POWER LOOM WEAVER,27,APRIL,1859,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3356,3356,2538,2863,3356,824,2863,2538,,,,,
3360,879,879,Elizabeth,Larsson,21,SEPTEMBER,1866,"1 Windermere Road, Annan, Dumfries and Galloway",F,John,Larsson,SHOEMAKER,Lea,Flores,DOMESTIC SERV,12,SEPTEMBER,1864,"Annan Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,3360,3360,2749,2717,3360,879,2717,2749,,,,,
3362,864,864,Marion,CONLLY,26,FEBRUARY,1866,"2 Scaurs, Jedburgh, Scottish Borders",F,Richard,CONLLY,PLOUGHMAN,Annie,Soto, ,4,MARCH,1865,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,3362,2670,2339,,864,2339,2670,,,,,
3352,848,848,Ellen,Delic,11,AUGUST,1866,"1 Butterhall, Scottish Borders",F,William,Delic,LANDED PROPRIETOR'S GARDENER,Anne,Thill, ,21,DECEMBER,1859,"Butterhall Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,3352,3352,2450,2383,3352,848,2383,2450,1102,,,,
3358,840,840,Mary,Brown,15,MARCH,1866,"1 Geisher Road, Braeleny Farm, Stirling",F,Harry,Brown,LABOURER AT ANYTHING,Jane,Hernandez,DOMESTIC SERVANT,27,JULY,1861,"Braeleny Farm Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,3358,3358,2534,2463,3358,840,2463,2534,1076,,,,
3364,881,881,Mary,Carvalho,7,NOVEMBER,1866,"1589 Castle Road, South Ayrshire",F,Jeremy,Carvalho,DYERS LABOURER,Margaret,Hernandez, ,29,MAY,1864,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,3364,2746,2584,,881,2584,2746,1156,,,,
3346,806,806,Catherine,Maisuradze,18,SEPTEMBER,1866,"1 Napierston Road, West Dunbartonshire",F,Julen,Maisuradze,SHOE MAKER,Bella,Harutyunyan, ,6,FEBRUARY,1856,"West Dunbartonshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,3346,2338,2807,,806,2807,2338,1103,,,,
3380,733,733,Elizabeth,Larsson,9,FEBRUARY,1867,"1 Bracklinn Road, Drumardoch Farm, Callander",F,William,Larsson,FLAX AND YARN AND JUTE,Jane,Markovic, ,2,OCTOBER,1846,"Drumardoch Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,3380,3380,2230,1905,3380,733,1905,2230,,,,,
3382,797,797,Ann,Rivera,18,FEBRUARY,1867,"38 Raonmor, Highland",F,John,Rivera,LABOURER,Mia,Rodriguez, ,4,JANUARY,1853,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,3382,2702,2259,,797,2259,2702,,,,,
3386,824,824,Jane,Jones,4,JUNE,1867,"1 Cairnhill Place, South Ayrshire",F,Samuel,Jones,RAILWAY LABOURER,Kate,Bolkvadze,POWER LOOM WEAVER,27,APRIL,1859,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3386,3386,2538,2863,3386,824,2863,2538,1165,,,,
3388,852,852,Agnes,Sanchez,10,SEPTEMBER,1867,"2 Jean Lawrie Court, Lessudden House, Scottish Borders",F,Adam,Sanchez,(CIVIL) ENGINEER,Catherine,Williams, ,26,MARCH,1862,"Lessudden House Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,3388,3388,2636,2730,3388,852,2730,2636,1170,,,,
3390,888,888,Mary,Sepp,14,APRIL,1867,"1 Thirlestane Drive, The Luggie, Lauder",F,John,Sepp,BRICK MAKER,Jessica,White, ,22,JULY,1866,"The Luggie Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,3390,3334,2721,,888,2721,3334,1109,,,,
3384,791,791,Isabella,Jones,10,AUGUST,1867,"2 Heugh, Scottish Borders",F,Pablo,Jones,COAL MINER,Bridget,White,FARMER'S DAUR,15,JULY,1851,"Heugh Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,3384,3384,2410,2864,3384,791,2864,2410,1110,,,,
3406,822,822,Margaret,Rivera,12,DECEMBER,1868,"1 Blair Street, Little Richorn, Dalbeattie",F,David,Rivera,CARTER,Ana,Novak, ,29,AUGUST,1855,"Little Richorn Dalbeattie ",,SYNTHETIC DATA PRODUCED USING VALIPOP,3406,3406,2552,2283,3406,822,2283,2552,,,,,
3408,790,790,Mary,Anderson,8,JULY,1868,"1 Clerk Maxwell Crescent, Kincorth, Aberdeen City",F,Benjamin,Anderson,FORESTER,Margaret,Rivera, ,21,MARCH,1853,"Kincorth Aberdeen City",,SYNTHETIC DATA PRODUCED USING VALIPOP,3408,3408,2412,2915,3408,790,2915,2412,,,,,
3410,848,848,Jeannie,Delic,5,SEPTEMBER,1868,"1 Butterhall, Scottish Borders",F,William,Delic,LANDED PROPRIETOR'S GARDENER,Anne,Thill, ,21,DECEMBER,1859,"Butterhall Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,3410,3410,2450,2383,3410,848,2383,2450,,,,,
3414,836,836,Margaret,Schmidt,22,MARCH,1868,"1 Preston, Cockenzie and Port Seton, East Lothian",F,Alvaro,Schmidt,PLOUGHMAN,Emily,Zammit,DRESSMAKER,9,FEBRUARY,1858,,,SYNTHETIC DATA PRODUCED USING VALIPOP,3414,3414,3185,3184,3414,836,3184,3185,,,,,
3422,896,896,Johan,Watanabe,16,AUGUST,1868,"1 Wilton Park Road, Wilton Dean, Hawick",F,Lachlan,Watanabe,MERCANTILE CLERK,Amy,Liepins,FARMER SERVANT,11,JANUARY,1875,,,SYNTHETIC DATA PRODUCED USING VALIPOP,3422,3422,3398,2959,3422,896,2959,3398,,,,,
3416,879,879,Susan,Larsson,24,DECEMBER,1868,"1 Windermere Road, Annan, Dumfries and Galloway",F,John,Larsson,SHOEMAKER,Lea,Flores,DOMESTIC SERV,12,SEPTEMBER,1864,"Annan Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,3416,3416,2749,2717,3416,879,2717,2749,,,,,
3420,881,881,Mary,Carvalho,21,JANUARY,1868,"1589 Castle Road, South Ayrshire",F,Jeremy,Carvalho,COTTON WEAVER,Margaret,Hernandez, ,29,MAY,1864,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3420,3420,2746,2584,3420,881,2584,2746,1252,,,,
3418,894,894,Elizabeth,Rossi,27,DECEMBER,1868,"1 Henderson Road, Troon, South Ayrshire",F,Connor,Rossi,STUDENT NORMAL SCHO ED,Agnes,Rasmussen,PRINTER,11,MARCH,1866,"Troon South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,3418,2740,3279,,894,3279,2740,1060,,,,
3412,892,892,Isabella,Rojas,6,OCTOBER,1868,"1 Hayhill, Craigie, Ayr",F,Matthew,Rojas,CARTER,Janice,Flores, ,25,MAY,1865,"Craigie Ayr ",,SYNTHETIC DATA PRODUCED USING VALIPOP,3412,3412,2751,2653,3412,892,2653,2751,,1146,,,
3434,733,733,Annie,Larsson,26,MARCH,1869,"1 Bracklinn Road, Drumardoch Farm, Callander",F,William,Larsson,FLAX AND YARN AND JUTE,Jane,Markovic, ,2,OCTOBER,1846,"Drumardoch Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,3434,3434,2230,1905,3434,733,1905,2230,,,,,
3436,797,797,Janet,Rivera,23,JULY,1869,"38 Raonmor, Highland",F,John,Rivera,FARMER OF 120 AC EMPLOY 2 MEN 2 BOYS,Mia,Rodriguez, ,4,JANUARY,1853,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,3436,2702,2259,,797,2259,2702,,,,,
3440,790,790,Catherine,Anderson,11,FEBRUARY,1869,"1 Clerk Maxwell Crescent, Kincorth, Aberdeen City",F,Benjamin,Anderson,FORESTER,Margaret,Rivera, ,21,MARCH,1853,"Kincorth Aberdeen City",,SYNTHETIC DATA PRODUCED USING VALIPOP,3440,3440,2412,2915,3440,790,2915,2412,,,,,
3442,824,824,Annie,Jones,1,AUGUST,1869,"1 Cairnhill Place, South Ayrshire",F,Samuel,Jones,RAILWAY LABOURER,Kate,Bolkvadze,BLEACHER,27,APRIL,1859,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3442,3442,2538,2863,3442,824,2863,2538,,,,,
3446,903,903,Elizabeth,Rivera,10,MARCH,1869,"1 Mchaney Court, Crieff, Perth and Kinross",F,John,Rivera,COAL MINER,Joana,Morozov,SHOEMAKER'S WIFE,8,DECEMBER,1865,"Crieff Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,,3446,3156,2443,,903,2443,3156,,,,,
3448,904,904,Marion,HUNTER,1,SEPTEMBER,1869,"32 Knockcushan Street, Girvan, South Ayrshire",F,William,HUNTER,BOOK BINDER,Agnes,Virtanen,FLAX MILL WORKER,17,MARCH,1866,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,3448,2772,2731,,904,2731,2772,,,,,
3444,841,841,Bridget,Szabo,31,AUGUST,1869,"2 Millbank Road, Stranraer, Dumfries and Galloway",F,Tomas,Szabo,CARRIER & MERCHANT,Ann,Larsson,DRESSMAKER,10,FEBRUARY,1859,"Stranraer Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,3444,2602,2238,,841,2238,2602,1185,,,,
3438,901,901,Jane,Boykohighlanders),15,OCTOBER,1869,"1 Dalmarnock, Glasgow City",F,Aaron,Boykohighlanders),HOTEL KEEPER OF 80 ACRES EMPLOYING 5 MEN 5 WOMEN,Mary,Fernandez,GENERAL SERVANT,12,APRIL,1865,"Dalmarnock Glasgow City",,SYNTHETIC DATA PRODUCED USING VALIPOP,,3438,2382,3180,,901,3180,2382,1084,,,,
3462,790,790,Johan,Anderson,21,OCTOBER,1870,"1 Clerk Maxwell Crescent, Kincorth, Aberdeen City",F,Benjamin,Anderson,FORESTER,Margaret,Rivera, ,21,MARCH,1853,"Kincorth Aberdeen City",,SYNTHETIC DATA PRODUCED USING VALIPOP,3462,3462,2412,2915,3462,790,2915,2412,,,,,
3464,909,909,Elizabeth,Grech,10,APRIL,1870,"1 Lebanon Terrace, Westfield, Cupar",F,William,Grech,AMERICAN STOVE MANUFACTURERS CLK,Christina,Szabo,HOUSE KEPER,13,OCTOBER,1866,"Westfield Cupar ",,SYNTHETIC DATA PRODUCED USING VALIPOP,3464,3464,2578,2673,3464,909,2673,2578,,,,,
3466,879,879,Rebecca,Larsson,1,AUGUST,1870,"1 Windermere Road, Annan, Dumfries and Galloway",F,John,Larsson,SHOEMAKER,Lea,Flores,DOMESTIC SERV,12,SEPTEMBER,1864,"Annan Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,3466,3466,2749,2717,3466,879,2717,2749,,,,,
3470,880,880,Janet,Hernandez,12,OCTOBER,1870,"1 Littledean, Scottish Borders",F,James,Hernandez,PLOUGHMAN,Jennie,Schroeder,DOMESTIC SERVANT,8,JANUARY,1864,"Littledean Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,3470,2738,2645,,880,2645,2738,,,,,
3468,825,825,Margaret,Rojas,14,JANUARY,1870,"87 Riverside Park, Highland",F,Thomas,Rojas,PLOUGHMAN,Janet,Markovic,COTTON WEAVER,9,JULY,1866,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,3468,2698,2650,,825,2650,2698,1111,,,,
3486,717,717,Margt,Soto,12,OCTOBER,1871,"1 Weensmoore, Scottish Borders",F,Tyler,Soto,AG LAB,Elizabeth,Fernandez, ,25,JANUARY,1844,"Weensmoore Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,3486,3486,2202,2491,3486,717,2491,2202,,,,,
3487,856,856,Annie,Rivera,17,MAY,1871,"1 Castle Street, Stranraer, Dumfries and Galloway",F,John,Rivera,DRAPER (JOURNEYMAN),Agnes,Bianchi,DOMESTIC SERV,28,SEPTEMBER,1861,"Stranraer Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,3487,3487,2282,2363,3487,856,2363,2282,,,,,
3488,782,782,Cathrine,Fernandez,6,DECEMBER,1871,"1 Darley Place, Troon, South Ayrshire",F,James,Fernandez,RAILWAY POINTSMAN,Guorun,Jones, ,5,JULY,1852,"Troon South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3488,3488,2865,2211,3488,782,2211,2865,,,,,
3490,814,814,Agnes,WILLIAMS,16,APRIL,1871,"2 Union Street, Scottish Borders",F,George,WILLIAMS,WARDER,Marie,Brown,FARM SERVANT,9,JUNE,1857,"Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,3490,3490,2464,2127,3490,814,2127,2464,,,,,
3492,846,846,Helen,Larsson,1,NOVEMBER,1871,"1 Keltie Bridge, Braeleny Farm, Stirling",F,George,Larsson,COAL MINER,Ana,Flores, ,11,MARCH,1859,"Braeleny Farm Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,3492,3492,2752,2639,3492,846,2639,2752,,,,,
3494,815,815,Mary,Garcia,6,FEBRUARY,1871,"1 Knockcushan Street, Girvan, South Ayrshire",F,Duncan,Garcia,FARMER'S SON,Catherine,Szabo, ,15,APRIL,1856,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3494,3494,2480,2513,3494,815,2513,2480,,,,,
3502,872,872,Margaret,Fernandez,17,JANUARY,1871,"3 Garnock Street, Dalry, North Ayrshire",F,Henry,Fernandez,IRON PLAINER,Janet,Hernandez,DOMESTIC SERV,28,OCTOBER,1862,"Dalry North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3502,3502,2720,2569,3502,872,2569,2720,,,,,
3506,919,919,Janet,Visser,25,JUNE,1871,"1 Smith Crescent, Girvan, South Ayrshire",F,John,Visser,VAN DRIVERS BOTTLER,Elizabeth,Larsson, ,23,JUNE,1868,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,3506,2848,2831,,919,2831,2848,,,,,
3498,836,836,Jessie,Schmidt,21,JUNE,1871,"1 Preston, Cockenzie and Port Seton, East Lothian",F,Alvaro,Schmidt,PLOUGHMAN,Emily,Zammit, ,9,FEBRUARY,1858,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,3498,3185,3184,,836,3184,3185,1186,,,,
3500,917,917,Jane,Markovic,11,OCTOBER,1871,"39 Ard Struan Road, Highland",F,Andrew,Markovic,FORMERLY FARMERS SON,Alison,White,NURSE,29,SEPTEMBER,1868,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,3500,3500,2664,2853,3500,917,2853,2664,,1329,,,
3504,918,918,Ann,Jones,28,MARCH,1871,"2183 Main Street, South Ayrshire",F,Matthew,Jones,SHIP CARPENTER,Maria,Soto, ,22,APRIL,1868,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3504,3504,2778,2859,3504,918,2859,2778,1204,,,,
3508,888,888,Jane,Sepp,10,MARCH,1871,"1 Thirlestane Drive, The Luggie, Lauder",F,John,Sepp,BRICK MAKER,Jessica,White, ,22,JULY,1866,"The Luggie Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,3508,3508,3334,2721,3508,888,2721,3334,1187,,,,
3496,824,824,Christian,Jones,1,OCTOBER,1871,"1 Cairnhill Place, South Ayrshire",F,Samuel,Jones,RAILWAY LABOURER,Kate,Bolkvadze,BLEACHER,27,APRIL,1859,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,3496,2538,2863,,824,2863,2538,1137,,,,
3518,790,790,Ann,Anderson,31,MAY,1872,"1 Clerk Maxwell Crescent, Kincorth, Aberdeen City",F,Benjamin,Anderson,FORESTER,Margaret,Rivera, ,21,MARCH,1853,"Kincorth Aberdeen City",,SYNTHETIC DATA PRODUCED USING VALIPOP,3518,3518,2412,2915,3518,790,2915,2412,,,,,
3520,847,847,Jane,Sanchez,1,JUNE,1872,"1 Glenshalloch Road, Little Richorn, Dalbeattie",F,James,Sanchez,RAILWAY SERVANT,Margaret,Rivera, ,17,JUNE,1859,"Little Richorn Dalbeattie ",,SYNTHETIC DATA PRODUCED USING VALIPOP,3520,3520,2444,2387,3520,847,2387,2444,,,,,
3522,840,840,Marion,Brown,5,APRIL,1872,"1 Geisher Road, Braeleny Farm, Stirling",F,Harry,Brown,LABOURER AT ANYTHING,Jane,Hernandez,DOMESTIC SERVANT,27,JULY,1861,"Braeleny Farm Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,3522,3522,2534,2463,3522,840,2463,2534,,,,,
3524,924,924,Mary,Delos Reyes,14,JANUARY,1872,"1 Southfield, Scottish Borders",F,Robert,Delos Reyes,PLOUGHMAN,Catherine,Paulauskas,DOMT SERVT,13,NOVEMBER,1870,"Southfield Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,3524,3524,2638,2441,3524,924,2441,2638,,,,,
3526,925,925,Joann,Petrauskas,13,OCTOBER,1872,"1 Buccleuch Gardens, The Holmes, Scottish Borders",F,Joao,Petrauskas,PLOUGHMAN,Jessie,Hernandez,COTTON MILL WORKER,11,NOVEMBER,1868,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,3526,3526,2672,3211,3526,925,3211,2672,,,,,
3528,927,927,Hannah,Sepp,3,FEBRUARY,1872,"1 St Ninian's Place, Hillhouse, South Lanarkshire",F,James,Sepp,MINISTER OF EPISCOPAL CHURCH,Catalina,Karlsson, ,30,MARCH,1870,"Hillhouse South Lanarkshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3528,3528,3425,2603,3528,927,2603,3425,,,,,
3530,864,864,Margaret,CONLLY,18,JULY,1872,"2 Scaurs, Jedburgh, Scottish Borders",F,Richard,CONLLY,STONE MASON,Annie,Soto, ,4,MARCH,1865,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,3530,2670,2339,,864,2339,2670,,,,,
3532,872,872,Margaret,Fernandez,19,MAY,1872,"3 Garnock Street, Dalry, North Ayrshire",F,Henry,Fernandez,IRON PLAINER,Janet,Hernandez,DOMESTIC SERV,28,OCTOBER,1862,"Dalry North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3532,3532,2720,2569,3532,872,2569,2720,,,,,
3536,929,929,Anne,HUNTER,1,JANUARY,1872,"1 Pinewood Walk, Berryhill, Strathaven",F,James,HUNTER,AG LAB,Milana,Rossi, ,9,FEBRUARY,1868,"Berryhill Strathaven ",,SYNTHETIC DATA PRODUCED USING VALIPOP,3536,3536,3277,2795,3536,929,2795,3277,,,,,
3538,931,,Agnes,Delos Reyes,18,AUGUST,1872,,F,Robert,Delos Reyes,PLOUGHMAN,Elizath,Szabo,SCHOLAR,,,,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,3538,3538,2876,2441,3538,,2441,2876,,,,,
3542,934,934,Sarah,Paulauskas,15,MARCH,1872,"81 Glebe Park, Highland",F,James,Paulauskas,SCHOLAR,Reka,Mohamed,SCHOLAR,30,NOVEMBER,1869,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,3542,3542,3009,2925,3542,934,2925,3009,,,,,
3540,888,888,Jane,Sepp,15,APRIL,1872,"1 Thirlestane Drive, The Luggie, Lauder",F,John,Sepp,BRICK MAKER,Jessica,White, ,22,JULY,1866,"The Luggie Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,3540,3540,3334,2721,3540,888,2721,3334,1223,,,,
3534,894,894,Margaret,Rossi,1,JULY,1872,"1 Henderson Road, Troon, South Ayrshire",F,Connor,Rossi,STUDENT NORMAL SCHO ED,Agnes,Rasmussen,PRINTER,11,MARCH,1866,"Troon South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3534,3534,2740,3279,3534,894,3279,2740,1131,,,,
3552,814,814,Bella,WILLIAMS,11,NOVEMBER,1873,"2 Union Street, Scottish Borders",F,George,WILLIAMS,WARDER,Marie,Brown, ,9,JUNE,1857,"Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,3552,3552,2464,2127,3552,814,2127,2464,,,,,
3554,789,789,Elizabeth,Flores,6,NOVEMBER,1873,"1 Garnock Street, Dalry, North Ayrshire",F,Isaac,Flores,AG LAB,Georgina,CONLLY, ,11,OCTOBER,1851,"Dalry North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3554,3554,2414,2754,3554,789,2754,2414,,,,,
3556,938,938,Margt,Robinson,27,JULY,1873,"12 Brunston Avenue, South Ayrshire",F,Robin,Robinson,FRENCH POLISHER,Elesebeth,Williams, ,15,OCTOBER,1873,,,SYNTHETIC DATA PRODUCED USING VALIPOP,3556,3556,2506,3118,3556,938,3118,2506,,,,,
3558,824,824,Netta,Jones,29,APRIL,1873,"1 Cairnhill Place, South Ayrshire",F,Samuel,Jones,SHOE MAKER,Kate,Bolkvadze,BLEACHER,27,APRIL,1859,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,3558,3558,2538,2863,3558,824,2863,2538,,,,,
3560,939,939,Catherine,Jones,20,MAY,1873,"1 James Campbell Road, Craigie, Ayr",F,Pablo,Jones,SCUTCHER,Catherine,Paulauskas,DOMT SERVT,13,MARCH,1874,,,SYNTHETIC DATA PRODUCED USING VALIPOP,3560,3560,2638,2864,3560,939,2864,2638,,,,,
